filename,class,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23
r0_0.jpg,apple_6,2.3946360670379363e-05,0.0011015326017513871,0.051544539630413055,0.14529454708099365,0.3600095808506012,0.2434386909008026,0.024556992575526237,0.17403016984462738,0.0001197317978949286,0.016989942640066147,0.08283045887947083,0.15886014699935913,0.35357996821403503,0.19503113627433777,0.0186422411352396,0.17394636571407318,0.04049329459667206,0.13633860647678375,0.29443246126174927,0.22564655542373657,0.11260776221752167,0.016451150178909302,0.0004549808509182185,0.17357519268989563
r0_10.jpg,apple_6,0.0,0.0024508615024387836,0.06534821540117264,0.13637466728687286,0.36694976687431335,0.22944673895835876,0.023271050304174423,0.17615869641304016,0.00025479253963567317,0.021147780120372772,0.08996602892875671,0.15132249891757965,0.34958747029304504,0.19238048791885376,0.01918223686516285,0.17615869641304016,0.05042465403676033,0.12837903201580048,0.2935452461242676,0.23239505290985107,0.09967240691184998,0.01942489668726921,0.0,0.17615869641304016
r0_100.jpg,apple_6,0.0008235294371843338,0.019150326028466225,0.06883659958839417,0.16390849649906158,0.3400000035762787,0.21623529493808746,0.0007973856409080327,0.19024837017059326,0.00788235291838646,0.03533333167433739,0.1204967349767685,0.18879738450050354,0.31613072752952576,0.13926798105239868,0.001843137200921774,0.19024837017059326,0.11721568554639816,0.19426143169403076,0.28428757190704346,0.17308497428894043,0.03981699422001839,0.0010849672835320234,0.0,0.19024837017059326
r0_102.jpg,apple_6,0.0007067507831379771,0.019893726333975792,0.06947098672389984,0.16929298639297485,0.3323691785335541,0.22199827432632446,0.0010470382403582335,0.18522106111049652,0.008101457729935646,0.03582179546356201,0.12628589570522308,0.1898411065340042,0.31246235966682434,0.14008061587810516,0.002185692312195897,0.18522106111049652,0.12373373657464981,0.1962280422449112,0.28251707553863525,0.17024840414524078,0.04086066409945488,0.0011910059256479144,0.0,0.18522106111049652
r0_104.jpg,apple_6,0.0006760973483324051,0.02111504040658474,0.07056116312742233,0.17616236209869385,0.32257646322250366,0.22322914004325867,0.0010011441772803664,0.1846785992383957,0.008126170374453068,0.03834252059459686,0.1281464546918869,0.192973792552948,0.30961358547210693,0.13601258397102356,0.002106303349137306,0.1846785992383957,0.12945964932441711,0.19567817449569702,0.2711280286312103,0.17846369743347168,0.03936966881155968,0.0012221760116517544,0.0,0.1846785992383957
r0_106.jpg,apple_6,0.000572871882468462,0.022276906296610832,0.07369215786457062,0.17757727205753326,0.3242064416408539,0.22101138532161713,0.000833268219139427,0.1798297017812729,0.008462880738079548,0.04067390412092209,0.1344686597585678,0.1915084719657898,0.31186366081237793,0.1311095505952835,0.0020831706933677197,0.1798297017812729,0.13497643172740936,0.1964690238237381,0.2714371383190155,0.17953024804592133,0.03667682036757469,0.0010806447826325893,0.0,0.1798297017812729
r0_108.jpg,apple_6,0.0005492750788107514,0.022788528352975845,0.0748419240117073,0.18118412792682648,0.31708499789237976,0.21277384459972382,0.0009197164326906204,0.1898575723171234,0.008737306110560894,0.04157884791493416,0.14094653725624084,0.1899980902671814,0.30440059304237366,0.12242447584867477,0.0020565881859511137,0.1898575723171234,0.1392987221479416,0.19795618951320648,0.25979435443878174,0.17894871532917023,0.033275850117206573,0.0008686210494488478,0.0,0.1898575723171234
r0_110.jpg,apple_6,0.0005008475854992867,0.023796681314706802,0.07800380140542984,0.18459443747997284,0.31771716475486755,0.21388760209083557,0.0008989571942947805,0.18060050904750824,0.00873272679746151,0.04569271206855774,0.1456439048051834,0.18866543471813202,0.30983203649520874,0.11861098557710648,0.002221708418801427,0.18060050904750824,0.14525865018367767,0.2063106745481491,0.2529408633708954,0.18057481944561005,0.032966043800115585,0.0013484357623383403,0.0,0.18060050904750824
r0_112.jpg,apple_6,0.0004721073783002794,0.024689940735697746,0.0798882246017456,0.1849895417690277,0.31848108768463135,0.20864593982696533,0.0011994079686701298,0.18163374066352844,0.00860001053661108,0.048563260585069656,0.14845862984657288,0.18807737529277802,0.30994486808776855,0.11206808686256409,0.0026540090329945087,0.18163374066352844,0.14724646508693695,0.2109171599149704,0.2503572702407837,0.17558567225933075,0.03257540985941887,0.0016842749901115894,0.0,0.18163374066352844
r0_114.jpg,apple_6,0.00041837821481749415,0.02493787743151188,0.08309245109558105,0.18395963311195374,0.3166869580745697,0.20773112773895264,0.0015847659669816494,0.18158882856369019,0.008785942569375038,0.05040823668241501,0.152555912733078,0.1850372701883316,0.30480754375457764,0.11398904770612717,0.0028272224590182304,0.18158882856369019,0.15269537270069122,0.20566459000110626,0.25138190388679504,0.17516101896762848,0.03169531747698784,0.0018129722448065877,0.0,0.18158882856369019
